,tweets
1893,"Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/K3Yj1QXLMK"
1894,"since this is doing numbers

tw // racism , murder , police brutality 
.
.
.
https://t.co/cll7Co6mc5"
1895,@hungate2 @krisis86 what decision? the decision to murder a child with their hands in the air? it really sounds lik… https://t.co/o9fHcbqKmq
1896,"j&amp;j vaccine has a 1 in 1.1 mil blood clot rate, yet 1 in 1000 black men die due to police brutality... and yall wan… https://t.co/EXzKIHnfEJ"
1897,I wish you a husband(wife) who will defend you as much as Americans defend every atrocity and brutality by the police.
1898,"Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/RkVLg0BS99"
1899,@ABC Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutality pr… https://t.co/ZGXVuMf5dH
1900,"TW // death and police brutality
.
.
.
.
. https://t.co/xyTgfYhqh0"
1901,@srquacksalot BREAKING NEWS!!! POLICE BRUTALITY RATE DROPS TO ZERO PERCENT 😱😱😱😱
1902,"This is good, more of this https://t.co/cLVBqNk9Jt"
1903,@TheOfficerTatum @YouTube You think any cop brutality is justified. We can clearly see you have a biased opinion fo… https://t.co/LHpa34nDZ8
1904,The only thing about police brutality that's changed since Rodney King is the video quality.
1905,@MLS Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutality pr… https://t.co/aJ9MshKPtu
1906,@MLS Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutality pr… https://t.co/TKemAgtRN8
1907,@RealTimers @billmaher @MrsSOsbourne @brooks_rosa @ianbremmer @HBO @hbomax Maher gives racist a platform to rehab h… https://t.co/aMn9WFVFiU
1908,@CNN Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutality pr… https://t.co/5tYey36wIz
1909,"@RodneyDavis @R_Roddy_Piper Your priorities suck, hundreds dying from police brutality, covid. gun violence and you memorialize this..."
1910,@srquacksalot new police brutality rate drops to zero!!! [ REAL!!! ]
1911,Sit-down and 10-minute silence on Whitehall to remember victims of police and state brutality. #KillTheBill… https://t.co/BY70NNOVhU
1912,@AliceOllstein Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-br… https://t.co/MGLPACkmyI
1913,"@hfoster505 @T_SMartin @Dom__Michelle @JenneCameron @ChickyAuto @Alyssa_Milano Let’s be honest, racism can’t be sto… https://t.co/U3zfp6b7H6"
1914,@AliceOllstein Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-br… https://t.co/fmi51aCGW3
1915,"Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/kx23SFOSV2"
1916,@AliceOllstein Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-br… https://t.co/v1Jn1SPpc7
1917,@banditelli @People4Bernie Holding police ACCOUNTABLE is infrastructure; including JAIL TIME and PRISON TIME for eg… https://t.co/iT153KHdZa
1918,@ABC Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutality pr… https://t.co/AiG11R8AFn
1919,@ABC Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutality pr… https://t.co/yOI8s6XREF
1920,Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutality protest… https://t.co/t3v61x79RQ
1921,Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutality protest… https://t.co/h5MDtSXn84
1922,@ChrisJNurse I just feel like a lot of more moderate Dems and Republicans will try to individualize systemic issues… https://t.co/RFm68RKyKJ
1923,"When people write things like this, it’s clearly for self-promotion rather than addressing the actual issue at hand… https://t.co/31889UhbEo"
1924,"""Mr. Hole’s mother had contacted law enforcement to report that he might attempt 'suicide by cop.'"" This quote tell… https://t.co/kcYoYtJQcc"
1925,"Fires, damage at Oakland protest against police brutality #SmartNews  https://t.co/qGjHsO2DPF"
1926,Major police brutality protests in the US(again) and American news channels instead are covering Prince Philip's fu… https://t.co/miB9IUsxTL
1927,@ADFofficial @johnpavlovitz @annecuthber @mtgreenee @RepGosar Police officers &amp; public officials threw money at 17… https://t.co/12Z6htx4R8
1928,protestors sit in the road in silence to remember victims of police brutality and violence as well as those who hav… https://t.co/qZYqoaTIOk
1929,"Hopping off for a while. Too much going on in our country—mass shootings, racism, police brutality, the founding of… https://t.co/2zWLDc0Yn3"
1930,@SonofaMitchToo @Lancaster67 @MollyJongFast So you're mad that the people defined their right? Do you not see the p… https://t.co/AdcmOGqOL8
1931,"If it weren't for government roads and government buildings, people protesting police brutality wouldn't have a place to go."
1932,Have you ever thought about how many Black People lost their lives to Police brutality in America before the media… https://t.co/StWTolbTsK
1933,@elonmusk Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-brutali… https://t.co/BmNcDX4plZ
1934,America has a police brutality problem. The police are murdering citizens aren’t just murdering us with impunity.… https://t.co/ZbL5vLVJt1
1935,"An Oakland, California, protest against police brutality began peacefully but ended with multiple fires set, severa… https://t.co/KX6Qo2cSjT"
1936,"@oldenoughtosay ..a dead child dragging his shattered black
face off the edge of my sleep

That poem on police brut… https://t.co/nMmzsjPnMV"
1937,"@hfoster505 @T_SMartin @Dom__Michelle @JenneCameron @ChickyAuto @Alyssa_Milano Respectfully disagree, if the army c… https://t.co/Bd5IfTYsyS"
1938,@FabrizioRomano Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-b… https://t.co/VDugtr8PFv
1939,@FabrizioRomano Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-b… https://t.co/C7IUFQ7k92
1940,@FabrizioRomano Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-b… https://t.co/rdOK41c22U
1941,@FabrizioRomano Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-b… https://t.co/Jox5EAOMAJ
1942,"A movie like Parasite, except it is Patrisse Cullors, living in a $4 million mansion in Topanga Canyon, on top of t… https://t.co/kqkBeU8KmS"
1943,@FabrizioRomano Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-b… https://t.co/jhPpERwTEE
1944,@Stehal19034 @SmelimM @sugerkat @Thealtoking @disco_socialist because just 40% of police being interviewed makes it… https://t.co/iBL6OLwI1W
1945,The George Floyd Act is a perfect example of the Democratic establishment giving cops MORE funding under the guise… https://t.co/krcgkNzV19
1946,@jollycyanide @HaymarketLiz @CallForCongress @AOC @SenGillibrand @BillPascrell @RepMarcyKaptur We should be donatin… https://t.co/zTFrnSSJoy
1947,If police were rewarded for stopping crime where no loss was recorded police brutality wouldn't exist. We reward th… https://t.co/qEdjNA90ra
1948,LRT is disgusting for a lot of reasons but I think the worst one is that it enforces the narrative that if victims… https://t.co/fnk7Xl07IP
1949,"@JackPosobiec But wait. Isn’t everything violent inside a police brutality protest BLM, according to you? Can’t have it both ways, racist."
1950,"""You can't criticize a job you've never done"" is the most lazy-ass, fucking facile non-argument against abject poli… https://t.co/wjX4hOyWI9"
1951,TW// child death police brutality gun violence https://t.co/Kfd3VcvNgc
1952,"cw // video game about police brutality and black pain

What in the actual fucking shit is this https://t.co/YsUMltfdMp"
1953,@TheMichaelOtt1 @Margare78179811 @GovRonDeSantis @FSUBaseball @BCBirdBall Another? Who runs and sets policies in th… https://t.co/X72WkgjbYM
1954,"why is the truther community is so concerned over the Apple store in Portland? 
We should want unrest. We should al… https://t.co/8rezijfL1l"
1955,"@ladylex206 I think this is kinda stupid. IF someone makes a movie about police brutality, are you gonna say that o… https://t.co/e83AC8rw49"
1956,"@AP Why can’t these people respond peacefully to violent, unpunished murdering and brutality? Defund the police? Na… https://t.co/dlwoSm8NWr"
1957,@HeatherHufford5 @KungFuFish2 @endphobia @ErikBootsma @Newsweek @markgeragos @adamcarolla He literally went looking… https://t.co/WEoYPyqixP
1958,"Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/9CdAs6GiG9"
1959,"* Fires, damage at Oakland protest against police brutality  Associated Press * Demonstration in Oakland to Protest… https://t.co/tsPu7oawlU"
1960,"the way it seems to come in waves is so weird. I see police brutality keep getting bad again, multiple cases and de… https://t.co/8shppWI9Bd"
1961,"@RepJayapal throw out this hypocrite and fraud, save black lives tomorrow. much easier solution than you telling us… https://t.co/LStJC6P09h"
1962,"Whenever we have the conversation about police brutality, there is always inevitably someone who jumps in to commen… https://t.co/Np8LVVFRZL"
1963,As demonstrated in Greece; The freely-elected hypocrite politicians who call for peace prefer the people &amp; police f… https://t.co/m4aIycLrxn
1964,"@isaiah__Joshua @AlexElsten @Salzyx_ @bvt1234 @WhatDidDylanSay @BidenLs Listen Isaiah, not a single person with two… https://t.co/X9N38DPzzJ"
1965,"Fires, damage at Oakland protest against police brutality https://t.co/NJW3miyZRA"
1966,so many shootings and instances of police brutality i'm so overwhelmed i hate it here
1967,@mbroadway @ananavarro Except there are many instances of people respecting the law still being victims of police b… https://t.co/k7b8T1cLGe
1968,This is disgusting is so many ways. People are losing their lives because of police brutality and y’all really thin… https://t.co/eAtzwAqpVu
1969,@5Government @positivegp Oh yea . I didn't mention  police brutality.  Andries Tatane for instance
1970,"Fires, damage at Oakland protest against police brutality - Associated Press: * Fires, damage at Oakland protest ag… https://t.co/tBNeVBZBNX"
1971,"I have never seen so many protests against police brutality as I have in the past year, and yet every day, more cli… https://t.co/Y4eW1aqaRy"
1972,I’m so grateful that these young men were saved from police brutality. Let’s not forget that their mother is white.… https://t.co/n8nvNi7VAc
1973,"police murders and brutality. And to realize that it’s people like Ro and her org that we need to give more energy,… https://t.co/6yRuozY22U"
1974,Korean police brutality be like https://t.co/IIxKZRDeQa
1975,"Its weird to see someone on here talk about the injustice of police brutality against black folks, went protesting… https://t.co/p6J5QmqZ0N"
1976,@HeatherHufford5 @KungFuFish2 @endphobia @ErikBootsma @Newsweek @markgeragos @adamcarolla From what u said u think… https://t.co/AZGWaoIg2l
1977,"Hundreds of protesters marched throughout Washington, D.C., with some engaging in clashes with police, calling for… https://t.co/8YjFRLEReN"
1978,"Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/vMeNZxs91o"
